Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
23,20,0.6,19,278.04
23,20,0.6,19,248.97
23,20,0.6,19,164.26
23,20,0.6,19,256.76
23,20,0.6,19,157.00
23,20,0.6,19,216.04
23,20,0.6,19,248.97
23,20,0.6,19,199.92
23,20,0.6,19,216.04
23,20,0.6,19,286.30
23,20,0.6,19,529.74
23,20,0.6,19,370.48
23,20,0.6,19,213.66
23,20,0.6,19,241.54
23,20,0.6,19,206.72
23,20,0.6,19,335.56
23,20,0.6,19,121.37
23,20,0.6,19,157.00
23,20,0.6,19,468.99
23,20,0.6,19,500.44
23,20,0.6,19,217.38
23,20,0.6,19,298.77
23,20,0.6,19,351.06
23,20,0.6,19,355.19
23,20,0.6,19,363.32
23,20,0.6,19,346.04
23,20,0.6,19,247.80
23,20,0.6,19,230.73
23,20,0.6,19,198.08
23,20,0.6,19,183.95
23,20,0.6,19,179.55
23,20,0.6,19,282.98
23,20,0.6,19,264.88
23,20,0.6,19,263.76
23,20,0.6,19,167.78
23,20,0.6,19,299.98
23,20,0.6,19,240.63
23,20,0.6,19,232.29
23,20,0.6,19,145.42
23,20,0.6,19,282.98
23,20,0.6,19,227.87
23,20,0.6,19,157.46
23,20,0.6,19,210.92
23,20,0.6,19,123.16
23,20,0.6,19,213.66
23,20,0.6,19,178.32
23,20,0.6,19,221.71
23,20,0.6,19,205.31
23,20,0.6,19,141.36
23,20,0.6,19,399.28
23,20,0.6,19,324.96
23,20,0.6,19,190.95
23,20,0.6,19,158.85
23,20,0.6,19,284.26
23,20,0.6,19,205.67
23,20,0.6,19,285.03
23,20,0.6,19,231.99
23,20,0.6,19,378.06
23,20,0.6,19,247.80
23,20,0.6,19,225.61
23,20,0.6,19,187.48
23,20,0.6,19,175.84
23,20,0.6,19,128.38
23,20,0.6,19,307.90
23,20,0.6,19,278.04
23,20,0.6,19,128.38
23,20,0.6,19,111.34
23,20,0.6,19,445.38
23,20,0.6,19,394.31
23,20,0.6,19,162.03
23,20,0.6,19,161.12
23,20,0.6,19,120.77
23,20,0.6,19,217.38
23,20,0.6,19,111.34
23,20,0.6,19,281.94
23,20,0.6,19,206.72
23,20,0.6,19,118.95
23,20,0.6,19,319.06
23,20,0.6,19,316.09
23,20,0.6,19,157.00
23,20,0.6,19,232.29
23,20,0.6,19,170.80
23,20,0.6,19,135.03
23,20,0.6,19,178.32
23,20,0.6,19,172.91
23,20,0.6,19,256.76
23,20,0.6,19,226.91
23,20,0.6,19,198.08
23,20,0.6,19,238.19
23,20,0.6,19,328.09
23,20,0.6,19,183.95
23,20,0.6,19,162.48
23,20,0.6,19,169.07
23,20,0.6,19,124.34
23,20,0.6,19,329.64
23,20,0.6,19,145.93
23,20,0.6,19,135.03
23,20,0.6,19,164.26
23,20,0.6,19,171.65
23,20,0.6,19,210.91
