Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
25,23,0.3,20,372.37
25,23,0.3,20,235.91
25,23,0.3,20,372.99
25,23,0.3,20,334.35
25,23,0.3,20,185.85
25,23,0.3,20,263.74
25,23,0.3,20,267.37
25,23,0.3,20,315.90
25,23,0.3,20,382.53
25,23,0.3,20,311.31
25,23,0.3,20,411.54
25,23,0.3,20,362.57
25,23,0.3,20,235.91
25,23,0.3,20,267.37
25,23,0.3,20,304.30
25,23,0.3,20,353.18
25,23,0.3,20,451.56
25,23,0.3,20,206.64
25,23,0.3,20,293.88
25,23,0.3,20,334.35
25,23,0.3,20,255.43
25,23,0.3,20,284.75
25,23,0.3,20,394.88
25,23,0.3,20,285.58
25,23,0.3,20,413.27
25,23,0.3,20,500.44
25,23,0.3,20,325.61
25,23,0.3,20,371.71
25,23,0.3,20,243.96
25,23,0.3,20,253.86
25,23,0.3,20,270.49
25,23,0.3,20,330.99
25,23,0.3,20,243.96
25,23,0.3,20,191.76
25,23,0.3,20,304.76
25,23,0.3,20,243.96
25,23,0.3,20,227.05
25,23,0.3,20,319.32
25,23,0.3,20,289.44
25,23,0.3,20,292.05
25,23,0.3,20,227.05
25,23,0.3,20,227.05
25,23,0.3,20,264.82
25,23,0.3,20,319.32
25,23,0.3,20,184.71
25,23,0.3,20,348.29
25,23,0.3,20,174.15
25,23,0.3,20,261.22
25,23,0.3,20,227.05
25,23,0.3,20,183.67
25,23,0.3,20,264.82
25,23,0.3,20,296.56
25,23,0.3,20,99.28
25,23,0.3,20,183.67
25,23,0.3,20,383.52
25,23,0.3,20,203.27
25,23,0.3,20,227.90
25,23,0.3,20,439.27
25,23,0.3,20,289.45
25,23,0.3,20,264.82
25,23,0.3,20,289.45
25,23,0.3,20,184.71
25,23,0.3,20,413.03
25,23,0.3,20,416.23
25,23,0.3,20,278.77
25,23,0.3,20,222.00
25,23,0.3,20,166.36
25,23,0.3,20,246.28
25,23,0.3,20,200.46
25,23,0.3,20,321.11
25,23,0.3,20,253.11
25,23,0.3,20,227.05
25,23,0.3,20,270.49
25,23,0.3,20,261.22
25,23,0.3,20,330.99
25,23,0.3,20,326.38
25,23,0.3,20,222.00
25,23,0.3,20,406.55
25,23,0.3,20,321.11
25,23,0.3,20,246.28
25,23,0.3,20,203.27
25,23,0.3,20,246.28
25,23,0.3,20,264.82
25,23,0.3,20,261.22
25,23,0.3,20,296.56
25,23,0.3,20,359.01
25,23,0.3,20,363.73
25,23,0.3,20,294.65
25,23,0.3,20,236.87
25,23,0.3,20,195.67
25,23,0.3,20,297.83
25,23,0.3,20,425.24
25,23,0.3,20,336.11
25,23,0.3,20,179.51
25,23,0.3,20,137.67
25,23,0.3,20,432.31
25,23,0.3,20,249.33
25,23,0.3,20,330.41
25,23,0.3,20,459.50
25,23,0.3,20,304.76
25,23,0.3,20,334.97
