Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
25,23,0.6,19,218.21
25,23,0.6,19,179.39
25,23,0.6,19,273.93
25,23,0.6,19,178.48
25,23,0.6,19,289.09
25,23,0.6,19,453.04
25,23,0.6,19,422.66
25,23,0.6,19,269.10
25,23,0.6,19,279.86
25,23,0.6,19,362.43
25,23,0.6,19,314.14
25,23,0.6,19,307.80
25,23,0.6,19,149.98
25,23,0.6,19,246.48
25,23,0.6,19,304.58
25,23,0.6,19,200.56
25,23,0.6,19,224.14
25,23,0.6,19,259.46
25,23,0.6,19,349.98
25,23,0.6,19,351.85
25,23,0.6,19,235.58
25,23,0.6,19,207.02
25,23,0.6,19,213.26
25,23,0.6,19,202.60
25,23,0.6,19,338.54
25,23,0.6,19,190.49
25,23,0.6,19,256.28
25,23,0.6,19,276.02
25,23,0.6,19,276.02
25,23,0.6,19,241.77
25,23,0.6,19,247.48
25,23,0.6,19,195.17
25,23,0.6,19,193.91
25,23,0.6,19,246.48
25,23,0.6,19,183.47
25,23,0.6,19,304.58
25,23,0.6,19,316.48
25,23,0.6,19,281.32
25,23,0.6,19,276.02
25,23,0.6,19,302.41
25,23,0.6,19,229.22
25,23,0.6,19,266.64
25,23,0.6,19,200.57
25,23,0.6,19,367.15
25,23,0.6,19,255.32
25,23,0.6,19,338.29
25,23,0.6,19,212.10
25,23,0.6,19,328.44
25,23,0.6,19,196.02
25,23,0.6,19,190.49
25,23,0.6,19,295.83
25,23,0.6,19,435.86
25,23,0.6,19,221.20
25,23,0.6,19,340.48
25,23,0.6,19,483.03
25,23,0.6,19,149.98
25,23,0.6,19,284.51
25,23,0.6,19,349.74
25,23,0.6,19,476.19
25,23,0.6,19,304.58
25,23,0.6,19,299.96
25,23,0.6,19,429.79
25,23,0.6,19,264.16
25,23,0.6,19,223.78
25,23,0.6,19,235.23
25,23,0.6,19,144.97
25,23,0.6,19,287.96
25,23,0.6,19,281.03
25,23,0.6,19,281.03
25,23,0.6,19,287.96
25,23,0.6,19,338.29
25,23,0.6,19,184.80
25,23,0.6,19,275.13
25,23,0.6,19,361.75
25,23,0.6,19,247.48
25,23,0.6,19,316.48
25,23,0.6,19,305.66
25,23,0.6,19,380.54
25,23,0.6,19,264.16
25,23,0.6,19,269.39
25,23,0.6,19,171.92
25,23,0.6,19,18.12
25,23,0.6,19,343.83
25,23,0.6,19,515.42
25,23,0.6,19,362.66
25,23,0.6,19,349.98
25,23,0.6,19,252.73
25,23,0.6,19,217.83
25,23,0.6,19,220.46
25,23,0.6,19,252.73
25,23,0.6,19,262.91
25,23,0.6,19,287.96
25,23,0.6,19,257.87
25,23,0.6,19,364.24
25,23,0.6,19,292.19
25,23,0.6,19,356.02
25,23,0.6,19,231.00
25,23,0.6,19,355.33
25,23,0.6,19,308.06
25,23,0.6,19,356.26
25,23,0.6,19,344.30
