Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
24,24,0.7,19,283.03
24,24,0.7,19,272.64
24,24,0.7,19,198.32
24,24,0.7,19,240.51
24,24,0.7,19,180.77
24,24,0.7,19,198.32
24,24,0.7,19,437.24
24,24,0.7,19,360.76
24,24,0.7,19,283.04
24,24,0.7,19,306.10
24,24,0.7,19,247.63
24,24,0.7,19,350.58
24,24,0.7,19,144.30
24,24,0.7,19,312.20
24,24,0.7,19,221.08
24,24,0.7,19,206.90
24,24,0.7,19,215.11
24,24,0.7,19,180.77
24,24,0.7,19,255.67
24,24,0.7,19,293.59
24,24,0.7,19,192.40
24,24,0.7,19,177.55
24,24,0.7,19,156.79
24,24,0.7,19,255.09
24,24,0.7,19,168.35
24,24,0.7,19,180.77
24,24,0.7,19,204.08
24,24,0.7,19,193.90
24,24,0.7,19,221.73
24,24,0.7,19,231.31
24,24,0.7,19,231.32
24,24,0.7,19,252.82
24,24,0.7,19,207.59
24,24,0.7,19,207.59
24,24,0.7,19,137.10
24,24,0.7,19,231.31
24,24,0.7,19,183.16
24,24,0.7,19,217.79
24,24,0.7,19,334.97
24,24,0.7,19,264.55
24,24,0.7,19,221.07
24,24,0.7,19,193.90
24,24,0.7,19,221.73
24,24,0.7,19,255.10
24,24,0.7,19,204.79
24,24,0.7,19,221.74
24,24,0.7,19,300.87
24,24,0.7,19,259.59
24,24,0.7,19,283.04
24,24,0.7,19,221.08
24,24,0.7,19,319.53
24,24,0.7,19,268.88
24,24,0.7,19,289.61
24,24,0.7,19,320.86
24,24,0.7,19,313.57
24,24,0.7,19,183.96
24,24,0.7,19,241.70
24,24,0.7,19,281.49
24,24,0.7,19,187.85
24,24,0.7,19,226.89
24,24,0.7,19,190.14
24,24,0.7,19,257.36
24,24,0.7,19,173.44
24,24,0.7,19,241.70
24,24,0.7,19,166.20
24,24,0.7,19,222.99
24,24,0.7,19,233.69
24,24,0.7,19,237.30
24,24,0.7,19,258.30
24,24,0.7,19,291.89
24,24,0.7,19,237.30
24,24,0.7,19,227.70
24,24,0.7,19,191.74
24,24,0.7,19,203.03
24,24,0.7,19,290.44
24,24,0.7,19,235.05
24,24,0.7,19,241.30
24,24,0.7,19,189.50
24,24,0.7,19,306.45
24,24,0.7,19,244.36
24,24,0.7,19,262.80
24,24,0.7,19,207.17
24,24,0.7,19,161.01
24,24,0.7,19,161.01
24,24,0.7,19,196.11
24,24,0.7,19,202.51
24,24,0.7,19,160.35
24,24,0.7,19,186.67
24,24,0.7,19,247.80
24,24,0.7,19,346.49
24,24,0.7,19,161.01
24,24,0.7,19,254.58
24,24,0.7,19,166.20
24,24,0.7,19,154.95
24,24,0.7,19,203.04
24,24,0.7,19,280.01
24,24,0.7,19,216.70
24,24,0.7,19,428.72
24,24,0.7,19,276.97
24,24,0.7,19,314.00
