Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
22,22,0.6,21,223.98
22,22,0.6,21,251.56
22,22,0.6,21,299.86
22,22,0.6,21,279.19
22,22,0.6,21,244.72
22,22,0.6,21,248.79
22,22,0.6,21,235.73
22,22,0.6,21,215.37
22,22,0.6,21,264.29
22,22,0.6,21,392.59
22,22,0.6,21,244.25
22,22,0.6,21,397.57
22,22,0.6,21,272.47
22,22,0.6,21,244.09
22,22,0.6,21,275.15
22,22,0.6,21,257.19
22,22,0.6,21,131.78
22,22,0.6,21,166.69
22,22,0.6,21,242.99
22,22,0.6,21,211.21
22,22,0.6,21,232.10
22,22,0.6,21,200.52
22,22,0.6,21,282.91
22,22,0.6,21,93.39
22,22,0.6,21,315.41
22,22,0.6,21,184.48
22,22,0.6,21,202.05
22,22,0.6,21,190.05
22,22,0.6,21,191.87
22,22,0.6,21,411.78
22,22,0.6,21,263.55
22,22,0.6,21,290.97
22,22,0.6,21,458.19
22,22,0.6,21,185.33
22,22,0.6,21,293.61
22,22,0.6,21,256.58
22,22,0.6,21,220.33
22,22,0.6,21,292.03
22,22,0.6,21,232.59
22,22,0.6,21,280.16
22,22,0.6,21,298.82
22,22,0.6,21,303.30
22,22,0.6,21,243.62
22,22,0.6,21,255.82
22,22,0.6,21,323.02
22,22,0.6,21,730.82
22,22,0.6,21,272.91
22,22,0.6,21,292.03
22,22,0.6,21,323.26
22,22,0.6,21,185.32
22,22,0.6,21,193.48
22,22,0.6,21,206.77
22,22,0.6,21,158.38
22,22,0.6,21,344.54
22,22,0.6,21,176.58
22,22,0.6,21,256.13
22,22,0.6,21,200.33
22,22,0.6,21,253.39
22,22,0.6,21,224.49
22,22,0.6,21,263.55
22,22,0.6,21,273.33
22,22,0.6,21,236.54
22,22,0.6,21,361.79
22,22,0.6,21,339.34
22,22,0.6,21,313.93
22,22,0.6,21,316.75
22,22,0.6,21,214.47
22,22,0.6,21,311.97
22,22,0.6,21,214.47
22,22,0.6,21,251.26
22,22,0.6,21,341.15
22,22,0.6,21,222.25
22,22,0.6,21,186.16
22,22,0.6,21,216.98
22,22,0.6,21,211.03
22,22,0.6,21,172.60
22,22,0.6,21,194.47
22,22,0.6,21,237.19
22,22,0.6,21,191.86
22,22,0.6,21,198.20
22,22,0.6,21,175.70
22,22,0.6,21,176.79
22,22,0.6,21,342.62
22,22,0.6,21,330.82
22,22,0.6,21,215.37
22,22,0.6,21,214.47
22,22,0.6,21,212.48
22,22,0.6,21,301.91
22,22,0.6,21,358.47
22,22,0.6,21,163.41
22,22,0.6,21,524.33
22,22,0.6,21,252.94
22,22,0.6,21,305.59
22,22,0.6,21,321.71
22,22,0.6,21,349.86
22,22,0.6,21,398.06
22,22,0.6,21,221.73
22,22,0.6,21,324.10
22,22,0.6,21,239.79
22,22,0.6,21,275.15
22,22,0.6,21,259.57
22,22,0.6,21,290.04
22,22,0.6,21,369.08
