Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
25,22,0.4,18,268.90
25,22,0.4,18,226.95
25,22,0.4,18,185.74
25,22,0.4,18,187.00
25,22,0.4,18,350.51
25,22,0.4,18,231.07
25,22,0.4,18,272.39
25,22,0.4,18,283.44
25,22,0.4,18,308.97
25,22,0.4,18,292.46
25,22,0.4,18,326.06
25,22,0.4,18,308.97
25,22,0.4,18,295.65
25,22,0.4,18,283.44
25,22,0.4,18,292.46
25,22,0.4,18,338.17
25,22,0.4,18,399.65
25,22,0.4,18,272.39
25,22,0.4,18,214.09
25,22,0.4,18,313.51
25,22,0.4,18,307.43
25,22,0.4,18,380.26
25,22,0.4,18,379.62
25,22,0.4,18,272.39
25,22,0.4,18,265.34
25,22,0.4,18,292.46
25,22,0.4,18,247.84
25,22,0.4,18,291.65
25,22,0.4,18,261.77
25,22,0.4,18,261.77
25,22,0.4,18,316.51
25,22,0.4,18,353.87
25,22,0.4,18,247.84
25,22,0.4,18,206.21
25,22,0.4,18,292.46
25,22,0.4,18,358.50
25,22,0.4,18,323.16
25,22,0.4,18,316.51
25,22,0.4,18,410.16
25,22,0.4,18,371.45
25,22,0.4,18,320.96
25,22,0.4,18,323.16
25,22,0.4,18,285.93
25,22,0.4,18,311.25
25,22,0.4,18,261.77
25,22,0.4,18,307.42
25,22,0.4,18,343.71
25,22,0.4,18,328.95
25,22,0.4,18,358.50
25,22,0.4,18,353.88
25,22,0.4,18,385.21
25,22,0.4,18,348.47
25,22,0.4,18,311.25
25,22,0.4,18,323.16
25,22,0.4,18,206.23
25,22,0.4,18,331.83
25,22,0.4,18,283.41
25,22,0.4,18,348.47
25,22,0.4,18,247.84
25,22,0.4,18,261.75
25,22,0.4,18,302.01
25,22,0.4,18,262.68
25,22,0.4,18,245.93
25,22,0.4,18,223.81
25,22,0.4,18,247.86
25,22,0.4,18,292.46
25,22,0.4,18,295.68
25,22,0.4,18,214.10
25,22,0.4,18,195.64
25,22,0.4,18,175.26
25,22,0.4,18,307.42
25,22,0.4,18,331.09
25,22,0.4,18,253.52
25,22,0.4,18,226.96
25,22,0.4,18,274.98
25,22,0.4,18,223.81
25,22,0.4,18,253.52
25,22,0.4,18,261.77
25,22,0.4,18,278.39
25,22,0.4,18,384.59
25,22,0.4,18,240.12
25,22,0.4,18,235.13
25,22,0.4,18,320.96
25,22,0.4,18,262.66
25,22,0.4,18,221.68
25,22,0.4,18,291.66
25,22,0.4,18,185.72
25,22,0.4,18,200.41
25,22,0.4,18,245.93
25,22,0.4,18,292.46
25,22,0.4,18,282.60
25,22,0.4,18,332.54
25,22,0.4,18,290.01
25,22,0.4,18,316.51
25,22,0.4,18,282.59
25,22,0.4,18,326.07
25,22,0.4,18,415.32
25,22,0.4,18,272.39
25,22,0.4,18,262.66
25,22,0.4,18,264.47
