Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
25,24,0.6,19,230.82
25,24,0.6,19,366.92
25,24,0.6,19,273.48
25,24,0.6,19,226.78
25,24,0.6,19,226.78
25,24,0.6,19,348.83
25,24,0.6,19,413.43
25,24,0.6,19,197.90
25,24,0.6,19,176.33
25,24,0.6,19,239.06
25,24,0.6,19,275.62
25,24,0.6,19,376.19
25,24,0.6,19,254.71
25,24,0.6,19,273.48
25,24,0.6,19,311.13
25,24,0.6,19,267.26
25,24,0.6,19,275.00
25,24,0.6,19,259.62
25,24,0.6,19,476.67
25,24,0.6,19,202.51
25,24,0.6,19,320.19
25,24,0.6,19,338.07
25,24,0.6,19,357.63
25,24,0.6,19,330.52
25,24,0.6,19,358.57
25,24,0.6,19,435.81
25,24,0.6,19,245.98
25,24,0.6,19,324.10
25,24,0.6,19,330.02
25,24,0.6,19,413.63
25,24,0.6,19,298.19
25,24,0.6,19,181.43
25,24,0.6,19,145.58
25,24,0.6,19,190.40
25,24,0.6,19,171.68
25,24,0.6,19,118.26
25,24,0.6,19,220.51
25,24,0.6,19,250.65
25,24,0.6,19,245.88
25,24,0.6,19,218.80
25,24,0.6,19,286.87
25,24,0.6,19,216.56
25,24,0.6,19,492.75
25,24,0.6,19,186.98
25,24,0.6,19,315.44
25,24,0.6,19,208.72
25,24,0.6,19,325.52
25,24,0.6,19,206.66
25,24,0.6,19,238.78
25,24,0.6,19,250.86
25,24,0.6,19,302.39
25,24,0.6,19,291.16
25,24,0.6,19,201.38
25,24,0.6,19,331.90
25,24,0.6,19,218.80
25,24,0.6,19,207.44
25,24,0.6,19,321.53
25,24,0.6,19,193.76
25,24,0.6,19,206.66
25,24,0.6,19,243.02
25,24,0.6,19,251.08
25,24,0.6,19,220.51
25,24,0.6,19,203.78
25,24,0.6,19,236.51
25,24,0.6,19,239.46
25,24,0.6,19,247.41
25,24,0.6,19,246.54
25,24,0.6,19,311.33
25,24,0.6,19,250.65
25,24,0.6,19,235.14
25,24,0.6,19,249.36
25,24,0.6,19,322.19
25,24,0.6,19,155.58
25,24,0.6,19,115.96
25,24,0.6,19,108.28
25,24,0.6,19,227.47
25,24,0.6,19,162.34
25,24,0.6,19,319.51
25,24,0.6,19,219.77
25,24,0.6,19,390.98
25,24,0.6,19,249.36
25,24,0.6,19,218.06
25,24,0.6,19,270.46
25,24,0.6,19,413.06
25,24,0.6,19,325.52
25,24,0.6,19,280.23
25,24,0.6,19,208.73
25,24,0.6,19,163.99
25,24,0.6,19,230.29
25,24,0.6,19,210.01
25,24,0.6,19,385.02
25,24,0.6,19,293.36
25,24,0.6,19,233.08
25,24,0.6,19,223.90
25,24,0.6,19,246.54
25,24,0.6,19,252.36
25,24,0.6,19,114.56
25,24,0.6,19,324.20
25,24,0.6,19,210.01
25,24,0.6,19,348.66
