Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
23,21,0.4,17,289.26
23,21,0.4,17,385.33
23,21,0.4,17,118.70
23,21,0.4,17,138.89
23,21,0.4,17,253.30
23,21,0.4,17,229.98
23,21,0.4,17,198.07
23,21,0.4,17,188.54
23,21,0.4,17,249.85
23,21,0.4,17,177.29
23,21,0.4,17,243.71
23,21,0.4,17,229.03
23,21,0.4,17,209.25
23,21,0.4,17,145.74
23,21,0.4,17,179.71
23,21,0.4,17,187.38
23,21,0.4,17,104.10
23,21,0.4,17,198.07
23,21,0.4,17,212.34
23,21,0.4,17,260.47
23,21,0.4,17,201.22
23,21,0.4,17,182.17
23,21,0.4,17,196.64
23,21,0.4,17,246.11
23,21,0.4,17,138.74
23,21,0.4,17,157.25
23,21,0.4,17,257.64
23,21,0.4,17,296.57
23,21,0.4,17,221.63
23,21,0.4,17,389.45
23,21,0.4,17,286.02
23,21,0.4,17,335.92
23,21,0.4,17,219.37
23,21,0.4,17,278.68
23,21,0.4,17,275.68
23,21,0.4,17,293.74
23,21,0.4,17,237.53
23,21,0.4,17,410.81
23,21,0.4,17,270.83
23,21,0.4,17,309.44
23,21,0.4,17,289.48
23,21,0.4,17,265.25
23,21,0.4,17,301.55
23,21,0.4,17,250.12
23,21,0.4,17,235.07
23,21,0.4,17,294.31
23,21,0.4,17,264.32
23,21,0.4,17,246.11
23,21,0.4,17,282.52
23,21,0.4,17,268.05
23,21,0.4,17,167.96
23,21,0.4,17,250.12
23,21,0.4,17,218.61
23,21,0.4,17,265.56
23,21,0.4,17,237.53
23,21,0.4,17,193.23
23,21,0.4,17,139.34
23,21,0.4,17,271.75
23,21,0.4,17,246.11
23,21,0.4,17,82.49
23,21,0.4,17,235.08
23,21,0.4,17,146.88
23,21,0.4,17,244.42
23,21,0.4,17,134.49
23,21,0.4,17,284.57
23,21,0.4,17,237.54
23,21,0.4,17,191.51
23,21,0.4,17,224.98
23,21,0.4,17,349.96
23,21,0.4,17,212.46
23,21,0.4,17,197.06
23,21,0.4,17,184.44
23,21,0.4,17,245.10
23,21,0.4,17,103.86
23,21,0.4,17,270.84
23,21,0.4,17,212.46
23,21,0.4,17,222.38
23,21,0.4,17,260.52
23,21,0.4,17,233.30
23,21,0.4,17,182.18
23,21,0.4,17,485.10
23,21,0.4,17,313.44
23,21,0.4,17,220.51
23,21,0.4,17,199.99
23,21,0.4,17,171.87
23,21,0.4,17,115.22
23,21,0.4,17,311.58
23,21,0.4,17,182.18
23,21,0.4,17,224.98
23,21,0.4,17,233.30
23,21,0.4,17,162.95
23,21,0.4,17,215.94
23,21,0.4,17,169.44
23,21,0.4,17,156.72
23,21,0.4,17,309.44
23,21,0.4,17,311.58
23,21,0.4,17,322.05
23,21,0.4,17,258.93
23,21,0.4,17,347.81
23,21,0.4,17,309.17
23,21,0.4,17,246.12
