Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
25,21,0.7,20,369.38
25,21,0.7,20,401.51
25,21,0.7,20,300.99
25,21,0.7,20,362.83
25,21,0.7,20,498.87
25,21,0.7,20,396.44
25,21,0.7,20,404.28
25,21,0.7,20,317.13
25,21,0.7,20,246.26
25,21,0.7,20,474.94
25,21,0.7,20,475.71
25,21,0.7,20,267.15
25,21,0.7,20,512.05
25,21,0.7,20,455.86
25,21,0.7,20,411.08
25,21,0.7,20,425.66
25,21,0.7,20,442.72
25,21,0.7,20,400.14
25,21,0.7,20,408.84
25,21,0.7,20,389.37
25,21,0.7,20,438.52
25,21,0.7,20,379.27
25,21,0.7,20,520.61
25,21,0.7,20,27.20
25,21,0.7,20,736.04
25,21,0.7,20,731.01
25,21,0.7,20,775.20
25,21,0.7,20,627.87
25,21,0.7,20,457.07
25,21,0.7,20,538.79
25,21,0.7,20,653.25
25,21,0.7,20,426.97
25,21,0.7,20,763.40
25,21,0.7,20,275.34
25,21,0.7,20,373.38
25,21,0.7,20,348.25
25,21,0.7,20,501.46
25,21,0.7,20,371.38
25,21,0.7,20,343.99
25,21,0.7,20,217.56
25,21,0.7,20,378.79
25,21,0.7,20,438.92
25,21,0.7,20,396.43
25,21,0.7,20,474.92
25,21,0.7,20,389.37
25,21,0.7,20,357.70
25,21,0.7,20,327.49
25,21,0.7,20,326.90
25,21,0.7,20,320.05
25,21,0.7,20,379.28
25,21,0.7,20,465.50
25,21,0.7,20,490.29
25,21,0.7,20,394.56
25,21,0.7,20,593.93
25,21,0.7,20,267.15
25,21,0.7,20,246.27
25,21,0.7,20,315.39
25,21,0.7,20,557.67
25,21,0.7,20,344.00
25,21,0.7,20,394.56
25,21,0.7,20,246.26
25,21,0.7,20,490.27
25,21,0.7,20,304.05
25,21,0.7,20,438.52
25,21,0.7,20,457.11
25,21,0.7,20,519.57
25,21,0.7,20,315.39
25,21,0.7,20,283.93
25,21,0.7,20,328.62
25,21,0.7,20,346.69
25,21,0.7,20,357.70
25,21,0.7,20,394.56
25,21,0.7,20,405.65
25,21,0.7,20,369.91
25,21,0.7,20,318.32
25,21,0.7,20,330.86
25,21,0.7,20,283.93
25,21,0.7,20,429.98
25,21,0.7,20,432.15
25,21,0.7,20,542.87
25,21,0.7,20,396.44
25,21,0.7,20,342.38
25,21,0.7,20,435.97
25,21,0.7,20,492.53
25,21,0.7,20,508.04
25,21,0.7,20,450.14
25,21,0.7,20,442.69
25,21,0.7,20,384.59
25,21,0.7,20,469.47
25,21,0.7,20,408.84
25,21,0.7,20,435.97
25,21,0.7,20,654.95
25,21,0.7,20,404.27
25,21,0.7,20,353.55
25,21,0.7,20,450.58
25,21,0.7,20,330.84
25,21,0.7,20,379.28
25,21,0.7,20,519.56
