Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
23,22,0.3,17,297.72
23,22,0.3,17,212.88
23,22,0.3,17,305.69
23,22,0.3,17,295.68
23,22,0.3,17,316.64
23,22,0.3,17,200.27
23,22,0.3,17,261.11
23,22,0.3,17,358.24
23,22,0.3,17,333.30
23,22,0.3,17,412.85
23,22,0.3,17,492.59
23,22,0.3,17,161.46
23,22,0.3,17,297.72
23,22,0.3,17,313.46
23,22,0.3,17,368.18
23,22,0.3,17,439.22
23,22,0.3,17,602.46
23,22,0.3,17,431.38
23,22,0.3,17,291.59
23,22,0.3,17,457.55
23,22,0.3,17,179.12
23,22,0.3,17,636.45
23,22,0.3,17,368.18
23,22,0.3,17,539.22
23,22,0.3,17,260.35
23,22,0.3,17,216.61
23,22,0.3,17,1469.73
23,22,0.3,17,297.72
23,22,0.3,17,323.54
23,22,0.3,17,361.03
23,22,0.3,17,234.41
23,22,0.3,17,349.75
23,22,0.3,17,179.12
23,22,0.3,17,144.41
23,22,0.3,17,431.38
23,22,0.3,17,335.70
23,22,0.3,17,120.16
23,22,0.3,17,437.39
23,22,0.3,17,215.69
23,22,0.3,17,310.89
23,22,0.3,17,623.73
23,22,0.3,17,500.66
23,22,0.3,17,107.85
23,22,0.3,17,483.96
23,22,0.3,17,593.08
23,22,0.3,17,457.55
23,22,0.3,17,331.50
23,22,0.3,17,844.91
23,22,0.3,17,566.44
23,22,0.3,17,563.95
23,22,0.3,17,593.08
23,22,0.3,17,253.31
23,22,0.3,17,519.91
23,22,0.3,17,431.38
23,22,0.3,17,241.98
23,22,0.3,17,429.98
23,22,0.3,17,305.69
23,22,0.3,17,880.49
23,22,0.3,17,412.85
23,22,0.3,17,546.62
23,22,0.3,17,519.53
23,22,0.3,17,322.92
23,22,0.3,17,377.85
23,22,0.3,17,361.03
23,22,0.3,17,361.03
23,22,0.3,17,509.77
23,22,0.3,17,344.53
23,22,0.3,17,394.99
23,22,0.3,17,161.46
23,22,0.3,17,113.28
23,22,0.3,17,368.18
23,22,0.3,17,382.59
23,22,0.3,17,680.89
23,22,0.3,17,340.45
23,22,0.3,17,344.54
23,22,0.3,17,322.92
23,22,0.3,17,333.30
23,22,0.3,17,492.59
23,22,0.3,17,492.59
23,22,0.3,17,152.51
23,22,0.3,17,394.48
23,22,0.3,17,685.01
23,22,0.3,17,267.19
23,22,0.3,17,457.55
23,22,0.3,17,386.77
23,22,0.3,17,501.86
23,22,0.3,17,622.10
23,22,0.3,17,457.11
23,22,0.3,17,397.50
23,22,0.3,17,591.72
23,22,0.3,17,447.80
23,22,0.3,17,223.90
23,22,0.3,17,591.37
23,22,0.3,17,421.04
23,22,0.3,17,525.66
23,22,0.3,17,397.50
23,22,0.3,17,454.02
23,22,0.3,17,405.50
23,22,0.3,17,256.46
23,22,0.3,17,425.75
23,22,0.3,17,618.55
23,22,0.3,17,520.69
