Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
23,24,0.6,19,710.03
23,24,0.6,19,117.75
23,24,0.6,19,217.75
23,24,0.6,19,163.75
23,24,0.6,19,150.43
23,24,0.6,19,139.13
23,24,0.6,19,174.57
23,24,0.6,19,257.90
23,24,0.6,19,251.22
23,24,0.6,19,168.86
23,24,0.6,19,127.87
23,24,0.6,19,166.72
23,24,0.6,19,171.93
23,24,0.6,19,165.93
23,24,0.6,19,184.41
23,24,0.6,19,120.22
23,24,0.6,19,146.46
23,24,0.6,19,183.35
23,24,0.6,19,210.88
23,24,0.6,19,275.08
23,24,0.6,19,272.80
23,24,0.6,19,216.99
23,24,0.6,19,214.88
23,24,0.6,19,199.73
23,24,0.6,19,210.26
23,24,0.6,19,271.84
23,24,0.6,19,202.66
23,24,0.6,19,261.29
23,24,0.6,19,265.27
23,24,0.6,19,218.50
23,24,0.6,19,209.96
23,24,0.6,19,219.70
23,24,0.6,19,216.99
23,24,0.6,19,163.75
23,24,0.6,19,249.12
23,24,0.6,19,174.20
23,24,0.6,19,207.13
23,24,0.6,19,129.39
23,24,0.6,19,241.25
23,24,0.6,19,171.93
23,24,0.6,19,282.12
23,24,0.6,19,194.08
23,24,0.6,19,271.73
23,24,0.6,19,226.58
23,24,0.6,19,120.23
23,24,0.6,19,171.36
23,24,0.6,19,209.79
23,24,0.6,19,232.85
23,24,0.6,19,257.90
23,24,0.6,19,204.74
23,24,0.6,19,157.02
23,24,0.6,19,225.57
23,24,0.6,19,287.97
23,24,0.6,19,123.18
23,24,0.6,19,180.83
23,24,0.6,19,494.11
23,24,0.6,19,260.42
23,24,0.6,19,235.08
23,24,0.6,19,192.22
23,24,0.6,19,127.87
23,24,0.6,19,210.89
23,24,0.6,19,112.35
23,24,0.6,19,253.80
23,24,0.6,19,165.93
23,24,0.6,19,184.59
23,24,0.6,19,224.84
23,24,0.6,19,258.91
23,24,0.6,19,197.43
23,24,0.6,19,166.72
23,24,0.6,19,281.65
23,24,0.6,19,79.64
23,24,0.6,19,190.35
23,24,0.6,19,286.83
23,24,0.6,19,189.48
23,24,0.6,19,162.75
23,24,0.6,19,153.87
23,24,0.6,19,199.74
23,24,0.6,19,186.70
23,24,0.6,19,246.49
23,24,0.6,19,240.45
23,24,0.6,19,206.18
23,24,0.6,19,228.31
23,24,0.6,19,139.13
23,24,0.6,19,166.72
23,24,0.6,19,163.54
23,24,0.6,19,131.65
23,24,0.6,19,188.61
23,24,0.6,19,241.25
23,24,0.6,19,202.18
23,24,0.6,19,151.94
23,24,0.6,19,284.43
23,24,0.6,19,200.23
23,24,0.6,19,258.91
23,24,0.6,19,166.71
23,24,0.6,19,131.64
23,24,0.6,19,215.79
23,24,0.6,19,177.91
23,24,0.6,19,189.32
23,24,0.6,19,137.72
23,24,0.6,19,170.02
