Concentration,Voltage,Injection Rate,Receiving Distance,Fiber Diameter
22,22,0.4,19,351.39
22,22,0.4,19,317.80
22,22,0.4,19,263.80
22,22,0.4,19,317.81
22,22,0.4,19,351.40
22,22,0.4,19,614.43
22,22,0.4,19,253.08
22,22,0.4,19,224.72
22,22,0.4,19,361.33
22,22,0.4,19,450.74
22,22,0.4,19,314.07
22,22,0.4,19,257.02
22,22,0.4,19,336.33
22,22,0.4,19,406.11
22,22,0.4,19,171.50
22,22,0.4,19,328.50
22,22,0.4,19,271.16
22,22,0.4,19,299.70
22,22,0.4,19,304.18
22,22,0.4,19,347.26
22,22,0.4,19,421.43
22,22,0.4,19,369.96
22,22,0.4,19,300.83
22,22,0.4,19,159.89
22,22,0.4,19,341.02
22,22,0.4,19,256.15
22,22,0.4,19,352.43
22,22,0.4,19,388.18
22,22,0.4,19,352.10
22,22,0.4,19,290.49
22,22,0.4,19,85.08
22,22,0.4,19,348.88
22,22,0.4,19,395.67
22,22,0.4,19,316.22
22,22,0.4,19,459.20
22,22,0.4,19,377.24
22,22,0.4,19,288.94
22,22,0.4,19,234.96
22,22,0.4,19,319.08
22,22,0.4,19,296.28
22,22,0.4,19,223.61
22,22,0.4,19,300.83
22,22,0.4,19,279.78
22,22,0.4,19,237.83
22,22,0.4,19,159.89
22,22,0.4,19,269.07
22,22,0.4,19,341.02
22,22,0.4,19,256.14
22,22,0.4,19,292.05
22,22,0.4,19,223.61
22,22,0.4,19,237.83
22,22,0.4,19,277.35
22,22,0.4,19,276.54
22,22,0.4,19,269.07
22,22,0.4,19,242.53
22,22,0.4,19,202.36
22,22,0.4,19,409.17
22,22,0.4,19,244.86
22,22,0.4,19,351.15
22,22,0.4,19,216.94
22,22,0.4,19,350.82
22,22,0.4,19,255.70
22,22,0.4,19,358.80
22,22,0.4,19,295.52
22,22,0.4,19,304.18
22,22,0.4,19,338.02
22,22,0.4,19,154.86
22,22,0.4,19,244.86
22,22,0.4,19,437.24
22,22,0.4,19,229.61
22,22,0.4,19,442.39
22,22,0.4,19,106.36
22,22,0.4,19,350.82
22,22,0.4,19,106.36
22,22,0.4,19,405.00
22,22,0.4,19,300.84
22,22,0.4,19,310.08
22,22,0.4,19,310.09
22,22,0.4,19,299.72
22,22,0.4,19,376.05
22,22,0.4,19,385.56
22,22,0.4,19,309.72
22,22,0.4,19,324.02
22,22,0.4,19,458.22
22,22,0.4,19,377.26
22,22,0.4,19,248.99
22,22,0.4,19,376.95
22,22,0.4,19,181.76
22,22,0.4,19,461.43
22,22,0.4,19,403.61
22,22,0.4,19,121.27
22,22,0.4,19,356.59
22,22,0.4,19,371.51
22,22,0.4,19,391.09
22,22,0.4,19,304.57
22,22,0.4,19,237.83
22,22,0.4,19,243.01
22,22,0.4,19,219.02
22,22,0.4,19,190.27
22,22,0.4,19,186.05
22,22,0.4,19,343.67
